id,imdb_id,original_language,original_title,popularity,vote_average
3063,tt0023969,en,Duck Soup,6.819957,7.6
13667,tt0088794,en,Better Off Dead...,8.994189,6.8
694,tt0081505,en,The Shining,19.611589,8.1
235,tt0092005,en,Stand by Me,15.206957,7.8
832,tt0022100,de,M,12.752421,8
765,tt0092991,en,Evil Dead II,13.520764,7.5
5925,tt0057115,en,The Great Escape,14.384114,7.8
11778,tt0077416,en,The Deer Hunter,7.729445,7.8
4485,tt0082269,fr,Diva,2.211854,6.7
137,tt0107048,en,Groundhog Day,12.989627,7.4
33,tt0105695,en,Unforgiven,10.942149,7.7
982,tt0056218,en,The Manchurian Candidate,7.991677,7.7
8428,tt0100436,en,Pump up the Volume,4.289341,7
212,tt0036613,en,Arsenic and Old Lace,13.99011,7.4
105,tt0088763,en,Back to the Future,25.778509,8
1633,tt0101921,en,Fried Green Tomatoes,6.584254,7.6
11202,tt0066206,en,Patton,14.382289,7.3
1554,tt0090967,en,Down by Law,8.843551,7.2
149,tt0094625,ja,アキラ,10.888917,7.8
8009,tt0091203,en,Highlander,16.870392,6.8
903,tt0061512,en,Cool Hand Luke,9.718713,7.7
11673,tt0099334,fr,Cyrano de Bergerac,5.0399,6.8
3034,tt0072431,en,Young Frankenstein,9.339316,7.7
339,tt0102536,en,Night on Earth,8.291886,7.5
10404,tt0101640,zh,大红灯笼高高挂,7.948888,7.8
914,tt0032553,en,The Great Dictator,9.241748,8.1
756,tt0032455,en,Fantasia,8.03796,7.2
288,tt0044706,en,High Noon,16.715935,7.6
910,tt0038355,en,The Big Sleep,6.987617,7.6
2640,tt0097493,en,Heathers,13.311827,7.3
16633,tt0081534,en,Somewhere in Time,5.429213,7.1
665,tt0052618,en,Ben-Hur,14.319743,7.5
11031,tt0088258,en,This Is Spinal Tap,13.981499,7.6
11314,tt0085809,en,Koyaanisqatsi,8.802715,7.7
15143,tt0094006,en,Some Kind of Wonderful,10.208658,6.9
89,tt0097576,en,Indiana Jones and the Last Crusade,14.788987,7.6
10322,tt0078841,en,Being There,12.320636,7.7
783,tt0083987,en,Gandhi,12.383755,7.4
10644,tt0096332,en,The Unbearable Lightness of Being,6.815147,7
11257,tt0091867,en,A Room with a View,6.175166,6.9
14370,tt0089886,en,Real Genius,11.959887,6.6
12104,tt0084503,en,Pink Floyd: The Wall,6.773407,7.7
625,tt0087553,en,The Killing Fields,11.460364,7.5
8816,tt0089606,sv,Mitt liv som hund,4.195896,7.3
830,tt0049223,en,Forbidden Planet,6.379966,7.2
2323,tt0097351,en,Field of Dreams,16.759454,7.1
983,tt0073341,en,The Man Who Would Be King,6.189816,7.6
642,tt0064115,en,Butch Cassidy and the Sundance Kid,6.714577,7.4
655,tt0087884,en,"Paris, Texas",11.635837,7.7
10341,tt0101458,de,Bis ans Ende der Welt,2.14652,6.3
639,tt0098635,en,When Harry Met Sally...,8.34322,7.3
266022,tt0113369,en,I Shot a Man in Vegas,0.005055,0
168450,tt0114089,en,Parallel Sons,0.264398,5
30180,tt0116589,en,Hype!,3.465337,6.8
31388,tt0117550,en,Santa with Muscles,7.378936,3.5
41801,tt0116293,en,Female Perversions,2.273475,5.4
66034,tt0116953,en,Mad Dog Time,0.768894,6.2
348138,tt0115754,en,Breathing Room,0.028988,0
96288,tt0114093,en,Paris Was a Woman,0.036471,7
61536,tt0116601,en,I'm Not Rappaport,0.659056,6.2
18762,tt0112537,en,Blue Juice,2.199462,3.6
331367,tt0107314,en,Kids of Survival,0.001178,0
8077,tt0103644,en,Alien³,17.126768,6.2
814,tt0082010,en,An American Werewolf in London,13.390802,7.2
41671,tt0103678,en,Amityville: It's About Time,2.418256,4.1
27214,tt0085159,en,Amityville 3-D,7.893775,4
52263,tt0115535,en,Amityville: Dollhouse,2.357522,3.5
33519,tt0106262,en,Amityville: A New Generation,6.401828,2.8
16235,tt0083550,en,Amityville II: The Possession,12.10181,5.9
11449,tt0078767,en,The Amityville Horror,14.00318,6.2
41848,tt0099030,en,The Amityville Curse,2.416489,2.7
25944,tt0071233,en,Blood for Dracula,1.825571,5.8
24913,tt0090655,en,April Fool's Day,10.301342,5.8
49126,tt0075704,en,Audrey Rose,5.862098,5.8
32076,tt0092632,en,The Believers,3.321608,6.2
571,tt0056869,en,The Birds,11.591462,7.3
8851,tt0051418,en,The Blob,7.079055,6.2
37843,tt0082083,en,Blood Beach,2.232045,4.9
32146,tt0101492,en,Body Parts,3.518972,5.6
30346,tt0037549,en,The Body Snatcher,2.257383,6.8
6114,tt0103874,en,Dracula,16.777675,7.1
229,tt0026138,en,Bride of Frankenstein,7.000417,7.4
13549,tt0074258,en,Burnt Offerings,2.877095,6.6
9529,tt0103919,en,Candyman,12.721362,6.2
1598,tt0101540,en,Cape Fear,10.302735,7
11349,tt0055824,en,Cape Fear,7.583191,7.2
7340,tt0074285,en,Carrie,9.277692,7
6217,tt0083722,en,Cat People,6.126046,6
377,tt0087800,en,A Nightmare on Elm Street,13.694713,7.2
653,tt0013442,de,"Nosferatu, eine Symphonie des Grauens",7.435873,7.7
28198,tt0091651,en,Nosferatu a Venezia,0.952127,8.5
794,tt0075005,en,The Omen,16.641277,7.2
31640,tt0115710,en,Blood and Wine,8.409956,5.5
8744,tt0115495,en,Albino Alligator,2.363293,5.6
25189,tt0117057,en,The Mirror Has Two Faces,4.803721,6.5
145,tt0115751,da,Breaking the Waves,8.558688,7.2
2212,tt0119791,en,Nightwatch,6.122067,6.2
199,tt0117731,en,Star Trek: First Contact,8.808497,7
7863,tt0117631,en,Shine,11.664053,7.3
12498,tt0117666,en,Sling Blade,9.475693,7.4
9279,tt0116705,en,Jingle All the Way,7.898202,5.5
53234,tt0084116,it,Identificazione di una donna,1.350133,5.8
17204,tt0117293,en,Paradise Lost: The Child Murders at Robin Hood Hills,1.686358,7.9
21539,tt0117372,en,The Preacher's Wife,4.182641,5.4
85589,tt0113557,no,Kjærlighetens kjøtere,0.472335,6.4
12709,tt0117477,en,Ridicule,10.879283,7.4
20539,tt0115988,en,The Crucible,9.412825,6.7
11674,tt0115433,en,101 Dalmatians,11.470748,5.6
199512,tt0042354,it,Il Cristo proibito,0.521422,5.5
64900,tt0110171,fr,J'ai pas sommeil,0.318366,5
1573,tt0099423,en,Die Hard 2,18.785984,6.6
152,tt0079945,en,Star Trek: The Motion Picture,8.277765,6.2
174,tt0102975,en,Star Trek VI: The Undiscovered Country,5.90057,6.7
172,tt0098382,en,Star Trek V: The Final Frontier,12.308007,5.6
154,tt0084726,en,Star Trek II: The Wrath of Khan,7.160236,7.3
157,tt0088170,en,Star Trek III: The Search for Spock,6.197298,6.4
168,tt0092007,en,Star Trek IV: The Voyage Home,12.596956,6.9
364,tt0103776,en,Batman Returns,15.001681,6.6
11967,tt0096487,en,Young Guns,9.905174,6.6
9086,tt0100994,en,Young Guns II,11.977636,6.3
621,tt0077631,en,Grease,7.854899,7.2
9037,tt0084021,en,Grease 2,14.202364,4.9
10173,tt0100114,en,Marked for Death,5.845712,5.6
55687,tt0115471,en,Adrenalin: Fear the Rush,0.782292,3.9
168535,tt0117773,en,The Substance of Fire,0.757322,6
8845,tt0105690,en,Under Siege,9.918269,6.1
46681,tt0052287,en,Terror in a Texas Town,0.83621,7.1
578,tt0073195,en,Jaws,19.726114,7.5
579,tt0077766,en,Jaws 2,11.21306,5.9
17692,tt0085750,en,Jaws 3-D,16.603041,4.2
17795,tt0117119,en,My Fellow Americans,3.863894,6.3
75,tt0116996,en,Mars Attacks!,15.63424,6.1
13891,tt0115906,en,Citizen Ruth,2.225234,6.8
9390,tt0116695,en,Jerry Maguire,11.807601,6.7
378,tt0093822,en,Raising Arizona,14.011415,7.2
10896,tt0094155,en,Tin Men,6.477975,6.8
2322,tt0105435,en,Sneakers,7.207325,6.7
41240,tt0115633,en,Bastard Out of Carolina,1.403309,7.3
26949,tt0116621,en,In Love and War,2.369637,6
9819,tt0116999,en,Marvin's Room,5.307984,6.6
49799,tt0117691,en,Somebody Is Waiting,0.016374,0
31908,tt0116410,en,Ghosts of Mississippi,15.50082,6.2
46027,tt0119783,en,Night Falls on Manhattan,1.626239,6.6
3179,tt0115641,en,Beavis and Butt-Head Do America,8.855685,6.5
1802,tt0112769,fr,La Cérémonie,3.095894,7
4232,tt0117571,en,Scream,13.326443,7
9361,tt0104691,en,The Last of the Mohicans,15.228794,7.1
2928,tt0117038,en,Michael,9.473162,5.5
30285,tt0116240,en,The Evening Star,8.399114,5.8
10549,tt0116477,en,Hamlet,9.994088,7.3
58102,tt0117690,en,Some Mother's Son,0.332582,7
18451,tt0118163,en,The Whole Wide World,7.94599,6.4
27265,tt0117091,en,Mother,7.860965,6.8
49935,tt0118100,fr,Les voleurs,0.365078,7
8818,tt0116250,en,Evita,6.709803,5.9
36758,tt0117364,en,The Portrait of a Lady,4.13905,6.3
36040,tt0067959,en,Walkabout,10.177086,7.4
74239,tt0117028,en,Message to Love: The Isle of Wight Festival,0.330752,6.4
9415,tt0119731,en,Murder at 1600,8.428986,5.8
55146,tt0116506,en,Hearts and Minds,0.001202,0
303693,tt0116640,en,Inside,0.064513,0
12145,tt0119115,en,Fierce Creatures,11.036729,6
42424,tt0120550,en,Zeus & Roxanne,1.034602,4.2
34314,tt0120390,en,Turbulence,5.304043,5.2
2892,tt0112362,en,Angel Baby,0.775616,7.7
9404,tt0116704,cn,警察故事4之簡單任務,9.206356,6.5
85242,tt0120414,en,Underworld,0.005555,6
9622,tt0118708,en,Beverly Hills Ninja,12.16305,5.5
8860,tt0119664,en,Metro,10.519481,5.3
197537,tt0110425,en,La machine,0.935473,4.5
66597,tt0080714,en,Falling in Love Again,0.462729,6.1
14832,tt0106535,en,The Cement Garden,15.975485,7.2
9619,tt0118928,en,Dante's Peak,7.240753,5.8
40506,tt0119644,en,Meet Wally Sparks,0.576741,5.3
31000,tt0106266,en,Amos & Andrew,3.941294,5
4104,tt0106387,en,Benny & Joon,10.597116,6.9
26306,tt0119937,en,Prefontaine,2.93818,6.7
203829,tt0117907,en,A Tickle in the Heart,0.001688,0
43775,tt0109949,es,Guantanamera,0.496315,8
14908,tt0119640,en,McHale's Navy,2.705804,4.4
784,tt0116790,cs,Kolja,13.947867,7.5
12489,tt0119225,en,Gridlock'd,10.575081,6.8
168283,tt0116310,en,Fire on the Mountain,0.001177,0
16448,tt0118111,en,Waiting for Guffman,8.130999,7.4
55936,tt0116754,ru,Кавказский пленник,1.015881,6.6
17894,tt0118691,en,The Beautician and the Beast,7.566377,5.2
28059,tt0120238,en,SubUrbia,8.67935,6.4
58911,tt0116565,en,Hotel de Love,0.228157,4.3
17949,tt0119887,en,The Pest,3.194883,5
1968,tt0119141,en,Fools Rush In,6.285574,5.8
61563,tt0120357,en,Touch,0.455272,6
66,tt0118548,en,Absolute Power,7.66124,6.4
20735,tt0120317,en,That Darn Cat,1.496999,3.9
11419,tt0120434,en,Vegas Vacation,9.304901,6
333165,tt0118042,en,Unforgotten: Twenty-Five Years After Willowbrook,0.14057,7
25796,tt0120318,en,That Old Feeling,1.954656,7.1
638,tt0116922,en,Lost Highway,8.449722,7.5
25624,tt0120036,en,Rosewood,2.899809,6.7
9366,tt0119008,en,Donnie Brasco,12.201954,7.4
60083,tt0117544,fr,Salut cousin !,0.15935,3.3
21915,tt0118750,en,Booty Call,2.543626,5.6
90928,tt0120014,en,Rhyme & Reason,0.915041,6.3
50091,tt0118762,en,Boys Life 2,0.060645,5
18420,tt0118859,en,City of Industry,1.922014,5.6
19952,tt0118702,en,Best Men,6.610419,5.6
9446,tt0119432,en,Jungle 2 Jungle,12.640569,4.9
28005,tt0116743,en,Kama Sutra - A Tale of Love,7.124652,5.7
9403,tt0119951,en,Private Parts,10.928417,6.7
27322,tt0119572,en,Love Jones,1.251862,8.1
10003,tt0120053,en,The Saint,10.97633,5.9
9311,tt0120152,en,Smilla's Sense of Snow,3.132331,6.6
11844,tt0118064,en,The Van,1.13412,5.9
884,tt0115964,en,Crash,7.540612,6.5
49806,tt0116041,en,The Daytrippers,9.664735,6.2
1624,tt0119528,en,Liar Liar,10.102471,6.4
88423,tt0117422,en,The Quiet Room,0.064705,5
16052,tt0120094,en,Selena,7.390306,7.1
4477,tt0118972,en,The Devil's Own,10.675073,5.9
24662,tt0118829,en,Cats Don't Dance,3.406836,7.1
18423,tt0118663,en,B.A.P.S.,1.56098,4.2
76996,tt0116931,it,Love and Other Catastrophes,0.915298,5.8
6499,tt0120389,en,Turbo: A Power Rangers Movie,5.436745,4.6
50512,tt0118623,en,Anna Karenina,5.660835,6.4
9405,tt0119013,en,Double Team,5.452961,4.4
12723,tt0119381,en,Inventing the Abbotts,5.063701,6.4
9360,tt0118615,en,Anaconda,14.386089,4.8
9434,tt0119229,en,Grosse Pointe Blank,7.556814,6.9
118991,tt0116762,en,Keys to Tulsa,1.323422,4.9
21626,tt0116783,en,Kissed,2.056754,7
13982,tt0118541,en,8 Heads in a Duffel Bag,5.666701,5.4
93946,tt0113314,en,Hollow Reed,0.261217,6.8
77223,tt0119859,en,Paradise Road,1.462139,6.2
31465,tt0120366,en,Traveller,2.166773,5.9
12793,tt0118586,en,All Over Me,4.06745,5.9
102878,tt0118783,en,A Brother's Kiss,0.92491,8
105763,tt0117050,fr,Shekvarebuli kulinaris ataserti retsepti,0.631834,3.5
9611,tt0120032,en,Romy and Michele's High School Reunion,5.889414,6
47694,tt0116295,zh,Feng yue,1.136222,7.2
10357,tt0120461,en,Volcano,13.147917,5.2
9977,tt0115886,en,Children of the Revolution,1.129648,5.3
816,tt0118655,en,Austin Powers: International Man of Mystery,11.749159,6.5
2163,tt0118771,en,Breakdown,7.926621,6.6
124680,tt0115760,en,Broken English,0.369118,7
16399,tt0115927,en,Commandments,0.225707,5.3
124843,tt0117482,en,Ripe,0.773608,4
31017,tt0120383,en,"Truth or Consequences, N.M.",2.26858,5.7
24645,tt0105660,en,The Turning,0.129847,0
49478,tt0120479,en,Warriors of Virtue,0.719444,4.7
12499,tt0119109,en,Fathers' Day,5.295556,5.1
18,tt0119116,en,The Fifth Element,24.30526,7.3
68545,tt0116643,en,Intimate Relations,1.372838,8
1811,tt0119809,en,Nowhere,3.324489,6.3
109614,tt0116920,en,Losing Chase,0.901452,3.9
60082,tt0120190,en,Sprung,1.511388,5
105045,tt0111613,de,Das Versprechen,0.122178,5
53023,tt0058985,fr,Le bonheur,0.792486,7
64802,tt0119578,de,Love! Valour! Compassion!,1.7442,5.7
11239,tt0117615,ja,Shall we ダンス?,1.963402,7.2
50850,tt0120087,en,The Second Jungle Book: Mowgli & Baloo,0.285487,3.2
15321,tt0120394,en,Twin Town,1.651546,6.6
2058,tt0118556,en,Addicted to Love,8.085194,6.1
9450,tt0115744,en,Brassed Off,3.117071,6.9
125021,tt0118964,en,The Designated Mourner,0.152272,8
330,tt0119567,en,The Lost World: Jurassic Park,0.788123,6.2
38523,tt0117359,fr,Ponette,0.409967,7.5
16375,tt0117561,en,Schizopolis,2.438198,6.4
33660,tt0120118,en,Shiloh,2.89449,5.7
59232,tt0118117,en,The War at Home,0.893464,6.9
45671,tt0114303,en,Rough Magic,0.476919,6.3
17770,tt0120373,en,Trial and Error,2.683782,5.3
15170,tt0118787,en,Buddy,2.022706,3.9
1701,tt0118880,en,Con Air,11.545982,6.5
201445,tt0116834,en,Late Bloomers,0.071497,4
26422,tt0114134,en,The Pillow Book,2.690319,6.9
124642,tt0112951,en,En avoir (ou pas),0.014329,0
1639,tt0120179,en,Speed 2: Cruise Control,11.268531,4.1
49235,tt0117724,en,Squeeze,0.321515,6
106129,tt0117775,en,Sudden Manhattan,0.344303,6
291634,tt0113968,en,The Next Step,0.001247,0
107743,tt0118127,en,Wedding Bell Blues,0.886134,5.5
415,tt0118688,en,Batman & Robin,17.038824,4.2
47686,tt0119019,en,Dream with the Fishes,0.684192,7.7
65889,tt0120034,en,Roseanna's Grave,1.081043,6.3
11103,tt0116502,en,Head Above Water,2.357791,5.8
11970,tt0119282,en,Hercules,14.048694,7.3
34941,tt0119502,en,The Last Time I Committed Suicide,1.380375,6.7
407992,tt0116949,en,MURDER and murder,0.076975,8
8874,tt0119738,en,My Best Friend's Wedding,4.678572,6.4
17991,tt0105569,ja,Tetsuo II: Body Hammer,2.018292,5.6
11956,tt0115856,fr,Chacun Cherche Son Chat,0.834917,6.1
266,tt0057345,fr,Le Mépris,7.543337,7.5
754,tt0119094,en,Face/Off,11.467391,6.8
37567,tt0119098,en,Fall,1.555954,7.2
43771,tt0116384,fa,گبه,1.052071,7.5
124834,tt0117076,fr,Mondo,0.311968,7
249358,tt0113425,fr,The Innocent Sleep,1.221766,0
111367,tt0116334,en,For Ever Mozart,0.413422,8
607,tt0119654,en,Men in Black,15.781024,6.9
18080,tt0119848,en,Out to Sea,3.722389,5.8
38225,tt0120512,en,Wild America,7.477411,5.8
17834,tt0120133,en,A Simple Wish,3.354869,5.5
686,tt0118884,en,Contact,14.374866,7.2
65046,tt0116930,en,Love Serenade,0.881482,6
4421,tt0119173,en,G.I. Jane,9.37934,6
9387,tt0082198,en,Conan the Barbarian,10.52008,6.6
10603,tt0119190,en,George of the Jungle,9.559685,5.4
2142,tt0118887,en,Cop Land,9.15931,6.6
8413,tt0119081,en,Event Horizon,11.335072,6.4
10336,tt0120177,en,Spawn,11.366417,5
20737,tt0118570,en,Air Bud,9.407128,5.3
9413,tt0119896,en,Picture Perfect,4.347079,5.1
14585,tt0119361,en,In the Company of Men,3.323672,6.8
18519,tt0119152,en,Free Willy 3: The Rescue,6.107833,5.6
49462,tt0118818,en,Career Girls,3.459251,7.4
8834,tt0118883,en,Conspiracy Theory,14.261798,6.5
9458,tt0118966,en,Desperate Measures,3.713996,5.9
8854,tt0120207,en,Steel,2.890462,4.2
38295,tt0120112,en,She's So Lovely,2.314911,5.3
22073,tt0119311,en,Hoodlum,2.384882,6.5
37244,tt0119509,en,Leave it to Beaver,1.635911,5.2
4961,tt0119675,en,Mimic,9.128905,5.7
9416,tt0119695,en,Money Talks,13.855037,6
26180,tt0119086,en,Excess Baggage,3.714997,5.6
17832,tt0119484,en,Kull the Conqueror,3.324195,5.2
9772,tt0118571,en,Air Force One,12.173291,6.2
6072,tt0118531,en,One Eight Seven,6.476493,6.5
1669,tt0099810,en,The Hunt for Red October,15.91126,7.2
468,tt0102494,en,My Own Private Idaho,7.289727,7.1
32519,tt0119465,en,"Kiss Me, Guido",0.910655,4.4
108401,tt0120197,en,Star Maps,0.725694,5.3
10806,tt0119360,en,In & Out,9.949805,6.3
9433,tt0119051,en,The Edge,15.174973,6.8
6623,tt0119874,en,The Peacemaker,8.868114,5.8
2118,tt0119488,en,L.A. Confidential,10.989442,7.7
978,tt0120102,en,Seven Years in Tibet,11.483493,7
9437,tt0119468,en,Kiss the Girls,12.235391,6.2
29461,tt0120169,en,Soul Food,2.647781,6.6
56651,tt0119457,en,Kicked in the Head,0.07992,5
10351,tt0120524,en,Wishmaster,5.215107,5.6
66588,tt0120323,en,A Thousand Acres,0.82942,5.7
2649,tt0119174,en,The Game,14.825587,7.5
14289,tt0119123,en,Fire Down Below,7.83099,5
10155,tt0120399,en,U Turn,7.923639,6.5
75250,tt0119557,en,The Locusts,0.53204,3.8
20457,tt0119632,en,The Matchmaker,3.742915,6.1
18355,tt0118647,en,The Assignment,4.233187,6.6
33657,tt0120151,en,A Smile Like Yours,2.507368,3.2
55306,tt0120402,en,Ulee's Gold,1.138972,6.5
68924,tt0119349,en,The Ice Storm,7.146352,6.9
36434,tt0120192,en,Stag,0.854723,5.8
2255,tt0118842,en,Chasing Amy,12.311564,6.7
28353,tt0119326,en,How to Be a Player,0.883889,5.4
9427,tt0119164,en,The Full Monty,8.333322,6.9
172545,tt0116631,en,Indian Summer,0.873828,0
17589,tt0119280,en,Mrs Brown,3.883913,6.6
3597,tt0119345,en,I Know What You Did Last Summer,7.417157,5.6
1813,tt0118971,en,The Devil's Advocate,10.920124,7.2
36797,tt0120029,en,RocketMan,5.345663,5.4
12628,tt0119906,en,Playing God,9.657642,5.6
33344,tt0119324,en,The House of Yes,3.974374,6.3
25099,tt0119107,en,"Fast, Cheap & Out of Control",2.117703,8.3
45019,tt0120481,en,Washington Square,1.301573,7.4
63437,tt0120303,de,Telling Lies In America,1.886677,6.3
62422,tt0120539,en,Year of the Horse,0.405805,3.8
782,tt0119177,en,Gattaca,12.89312,7.5
29911,tt0119095,en,FairyTale: A True Story,3.553746,6.2
9827,tt0119891,en,Phantoms,10.754614,5.2
1959,tt0120257,en,Swept from the Sea,9.688237,6.5
251481,tt0120529,en,Wonderland,0.002635,0
8067,tt0119535,en,A Life Less Ordinary,15.996171,6.2
125052,tt0119338,en,Hurricane Streets,0.629699,4.8
45153,tt0119080,en,Eve's Bayou,1.461772,6.3
10871,tt0119210,en,Switchback,3.742824,5.8
14398,tt0118900,en,Gang Related,2.592927,6.5
10890,tt0083131,en,Stripes,11.341505,6.5
99002,tt0117221,fr,Nénette et Boni,0.551124,8
1281,tt0118689,en,Bean,12.799853,6.3
32332,tt0119327,en,Hugo Pool,2.44908,5.2
9770,tt0119592,en,Mad City,4.909738,5.9
12616,tt0119832,en,One Night Stand,2.818802,5.7
34838,tt0120275,en,The Tango Lesson,0.192391,6.4
14905,tt0120490,en,Welcome to Sarajevo,7.999793,6.5
14583,tt0119527,en,Deceiver,2.833853,6.6
11975,tt0119978,en,The Rainmaker,6.683398,6.7
4995,tt0118749,en,Boogie Nights,7.595679,7.5
9281,tt0090329,en,Witness,10.312017,7
45928,tt0119365,en,Incognito,0.961088,6.3
563,tt0120201,en,Starship Troopers,14.412644,6.7
61337,tt0118901,en,Critical Care,2.287762,6.1
19931,tt0107282,en,The Joy Luck Club,3.01386,7.1
31535,tt0118836,en,Chairman of the Board,1.422904,2.7
10215,tt0120148,en,Sliding Doors,9.7866,6.6
9823,tt0119707,en,Mortal Kombat: Annihilation,6.532498,3.8
37165,tt0120382,en,The Truman Show,13.155901,7.8
45609,tt0120520,en,The Wings of the Dove,3.377578,6.9
38904,tt0119723,en,Mrs. Dalloway,1.335544,5.4
45565,tt0116592,en,"I Love You, I Love You Not",0.380405,5
9407,tt0119994,en,Red Corner,3.288944,5.9
4824,tt0119395,en,The Jackal,11.131917,6.1
9444,tt0118617,en,Anastasia,11.911173,7.4
9414,tt0120483,en,The Man Who Knew Too Little,4.827771,6.5
8078,tt0118583,en,Alien: Resurrection,15.57784,5.9
29938,tt0112318,en,Alien Escape,0.106499,4.5
11831,tt0118607,en,Amistad,2.263584,6.8
2895,tt0118632,en,The Apostle,9.21174,6.1
39177,tt0123385,fr,Artemisia,0.989115,6.2
19601,tt0118698,en,Bent,3.546605,6.3
124606,tt0109266,en,Bang,0.679528,6
42832,tt0118764,fr,Les Boys,0.530702,5.4
22797,tt0118804,en,The Butcher Boy,7.801199,6.7
2639,tt0118954,en,Deconstructing Harry,6.280515,7.3
9574,tt0119137,en,Flubber,7.016942,5.3
10371,tt0119142,en,For Richer or Poorer,8.412203,5.6
489,tt0119217,en,Good Will Hunting,15.064833,7.9
167738,tt0116465,en,Guy,0.60839,6
293820,tt0116490,en,Tar,0.001177,0
9714,tt0119303,en,Home Alone 3,8.04209,5.1
102406,tt0119352,en,Ill Gotten Gains,0.001178,0
170430,tt0116976,en,Man of Her Dreams,0.79822,0
8197,tt0119668,en,Midnight in the Garden of Good and Evil,5.145907,6.3
6283,tt0119715,en,MouseHunt,6.456233,6.2
279698,tt0117167,en,Never Met Picasso,0.001746,0
49728,tt0119819,en,Office Killer,0.582559,5
64562,tt0119845,en,Other Voices Other Rooms,0.03668,10
4233,tt0120082,en,Scream 2,11.264845,6.1
191874,tt0120222,en,Stranger in the House,0.127077,0
10217,tt0120255,en,The Sweet Hereafter,6.002992,6.8
438108,tt0128755,en,Time Tracers,0.001247,0
597,tt0120338,en,Titanic,26.88907,7.5
714,tt0120347,en,Tomorrow Never Dies,17.159576,6
52537,tt0117994,en,Twisted,0.516097,4.5
12799,tt0118230,fr,À Toute vitesse,0.384033,6.6
62394,tt0119052,it,The Education of Little Tree,0.007123,0
9922,tt0119925,en,The Postman,6.537407,6.1
547,tt0119314,en,The Horse Whisperer,7.685548,6.7
25994,tt0120521,en,The Winter Guest,0.923637,6.9
184,tt0119396,en,Jackie Brown,16.415498,7.3
9746,tt0119485,en,Kundun,5.01752,6.8
9438,tt0119718,en,Mr. Magoo,9.474269,3.9
115,tt0118715,en,The Big Lebowski,15.952524,7.8
26941,tt0118566,en,Afterglow,1.426289,7.2
27103,tt0119590,fr,Ma vie en rose,3.237812,7.2
9410,tt0119223,en,Great Expectations,9.941228,6.4
32302,tt0118539,en,3 Ninjas: High Noon at Mega Mountain,3.014082,3.9
216794,tt0119655,en,Men of Means,0.022078,0
88863,tt0119988,en,Caught Up,5.824019,4.3
154821,tt0129758,en,Arguing the World,0.001188,0
41417,tt0120670,en,Firestorm,1.537212,4.7
12538,tt0120820,pt,Senseless,6.253164,5.8
586,tt0120885,en,Wag the Dog,7.603652,6.7
2666,tt0118929,en,Dark City,12.851984,7.2
46338,tt0116845,en,The Leading Man,0.004686,0
54007,tt0120478,en,Star Kid,1.079117,4.9
11258,tt0120696,en,Hard Rain,6.363405,5.5
9490,tt0120693,en,Half Baked,7.022548,6.4
9411,tt0119099,en,Fallen,6.381612,6.6
25719,tt0120122,en,Shooting Fish,1.631288,7
9033,tt0118643,en,The Prophecy II,7.747663,5.9
11220,tt0112913,cn,墮落天使,5.470351,7.7
21253,tt0119815,pt,"O Que é Isso, Companheiro?",1.791965,7.3
6116,tt0120185,en,Spice World,4.257516,4.7
9457,tt0118956,en,Deep Rising,6.922458,6
281289,tt0128690,en,Tainted,0.076396,5.5
43911,tt0119521,en,A Letter from Death Row,0.152449,2
39424,tt0119734,en,Music from Another Room,1.131018,5.7
44361,tt0119711,ru,Мать и сын,1.046963,7.6
11702,tt0120008,en,The Replacement Killers,9.384887,6
2923,tt0120594,en,B. Monkey,2.399824,5.8
12238,tt0119784,en,The Night Flier,7.146514,5.7
11568,tt0118747,en,Blues Brothers 2000,13.162168,5.2
41577,tt0114690,ja,Tokyo Fist,1.673946,6.6
66894,tt0120707,en,Ride,0.987366,6.8
11003,tt0120888,en,The Wedding Singer,8.884035,6.5
10153,tt0120184,en,Sphere,7.124735,5.8
49645,tt0118662,en,Ayn Rand: A Sense of Life,0.13785,7.2
47112,tt0116379,en,A Further Gesture,0.814147,0
102732,tt0119548,en,Little City,0.036814,6
30949,tt0120782,en,Palmetto,4.475177,5.7
2898,tt0119822,en,As Good as It Gets,9.374049,7.2
9558,tt0099939,en,King of New York,11.230031,6.5
83593,tt0145302,en,A Paralyzing Fear: The Story of Polio in America,0.001188,0
320011,tt0119656,en,Men with Guns,0.004075,0
26269,tt0119594,en,Twilight,9.468224,6.1
11808,tt0120873,en,U.S. Marshals,8.462364,6.2
6970,tt0120491,en,Welcome to Woop Woop,0.569827,6.4
47452,tt0119574,en,Love and Death on Long Island,0.785094,6.9
18205,tt0112619,es,El Callejón de los Milagros,3.304718,6.4
36943,tt0140282,en,In God's Hands,0.327559,5
21736,tt0120661,en,Everest,2.096835,6.3
17941,tt0118744,en,Hush,8.753233,5.9
10668,tt0120241,en,Suicide Kings,9.262719,6.7
9313,tt0120744,en,The Man in the Iron Mask,7.960605,6.3
42807,tt0120769,en,The Newton Boys,2.917013,5.9
617,tt0120890,en,Wild Things,13.924623,6.3
36568,tt0125454,en,Paulie,3.913118,6
37272,tt0120642,en,"A Cool, Dry Place",0.837313,5.6
5910,tt0119250,ja,はなび,5.044722,7.6
9440,tt0119942,en,Primary Colors,8.455425,6.1
53092,tt0119780,en,"Niagara, Niagara",0.782772,7.7
32911,tt0120510,en,Wide Awake,2.976537,5.2
